country,year,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,co2
0,1990,16.471,-33.458,3.478,0.205,142.497,8.402,7.304,0.431,34.606,2.04,89.229,5.261,2.252,0.133,0.67,1.864,0.602,0.271,245.907,14.499,0.53,7540.841,90.304,4820.041,9.829,374.449,2243.966,2.252,-11.98,1.23,0.7,1.64,2.89,0.9,0.97,1.01,0.93,0.74,1.1,0.12,0.48,0.83,0.12,558.21,32.912,503.82,29.705,158.28,9.332,79.73,4.701,16960600.0,464137000000.0,1030.075,60733.383,2.219,279.365
0,1991,16.398,-34.355,3.21,0.187,147.307,8.57,7.06,0.411,33.061,1.923,88.986,5.177,2.248,0.131,0.9,2.507,0.611,0.276,247.517,14.4,0.537,7822.713,93.513,4967.348,16.889,407.51,2332.952,4.5,-12.19,1.21,0.63,1.71,2.64,0.84,0.92,1.04,0.94,0.74,1.11,0.2,0.5,0.84,0.22,558.13,32.47,503.74,29.306,157.99,9.191,78.81,4.585,17189235.0,461004000000.0,1022.201,59467.538,2.217,281.872
0,1992,16.454,-36.551,2.942,0.169,151.004,8.677,7.35,0.422,34.186,1.964,88.475,5.084,2.375,0.136,1.58,4.461,0.599,0.276,249.781,14.353,0.523,8109.045,96.455,5118.352,24.239,441.697,2421.427,6.875,-12.77,1.27,0.55,1.79,3.1,0.86,0.96,1.1,0.95,0.73,1.13,0.28,0.51,0.84,0.3,560.3,32.197,505.91,29.072,157.41,9.045,77.98,4.481,17402179.0,477843000000.0,1039.052,59708.124,2.174,286.332
0,1993,16.55,-40.025,3.03,0.172,151.373,8.599,7.197,0.409,35.973,2.043,91.155,5.178,2.596,0.148,1.74,4.993,0.582,0.275,251.3,14.276,0.502,8400.37,99.485,5269.726,31.436,477.669,2512.582,9.47,-13.74,1.28,0.55,1.77,3.08,0.88,0.99,1.21,0.96,0.72,1.14,0.35,0.53,0.84,0.38,559.98,31.811,505.59,28.721,154.07,8.752,77.79,4.419,17603211.0,500841000000.0,1060.861,60265.197,2.118,291.325
0,1994,16.86,-37.466,3.56,0.2,154.669,8.69,7.03,0.395,37.837,2.126,93.923,5.277,3.065,0.172,3.01,8.76,0.569,0.272,262.619,14.755,0.498,8700.454,103.046,5424.395,38.466,515.507,2606.505,12.535,-12.49,1.31,0.6,1.8,2.97,0.92,1.02,1.42,0.97,0.72,1.15,0.42,0.55,0.85,0.46,563.06,31.635,508.67,28.579,152.9,8.591,77.65,4.363,17798526.0,527346000000.0,1102.279,61930.919,2.09,300.084
0,1995,17.119,-42.087,3.391,0.188,157.261,8.74,7.131,0.396,40.225,2.236,97.078,5.395,2.937,0.163,2.65,7.938,0.561,0.268,265.935,14.78,0.484,9008.476,106.437,5581.655,45.597,555.732,2703.583,15.472,-13.66,1.31,0.54,1.78,3.03,0.95,1.04,1.32,0.98,0.71,1.16,0.49,0.56,0.86,0.53,571.19,31.745,516.76,28.72,151.43,8.416,77.51,4.308,17993083.0,549173000000.0,1151.151,63977.397,2.096,308.023
0,1996,17.391,-43.09,3.29,0.181,162.662,8.943,6.858,0.377,40.332,2.217,100.104,5.503,3.087,0.17,2.7,8.31,0.551,0.267,273.242,15.022,0.476,9324.809,109.726,5744.317,52.455,596.064,2803.686,18.56,-13.62,1.31,0.51,1.8,2.89,0.92,1.04,1.4,0.98,0.7,1.17,0.55,0.58,0.86,0.59,571.01,31.393,514.52,28.287,146.29,8.043,71.89,3.952,18189274.0,574551000000.0,1184.877,65141.525,2.062,316.332
0,1997,17.79,-44.409,3.252,0.177,171.244,9.313,6.83,0.372,41.95,2.282,100.485,5.465,3.348,0.182,3.41,10.777,0.545,0.269,282.701,15.375,0.471,9651.918,112.979,5915.561,59.285,638.014,2904.171,21.908,-13.58,1.35,0.49,1.9,2.81,0.95,1.03,1.51,0.99,0.7,1.19,0.6,0.59,0.87,0.65,582.28,31.668,522.74,28.43,150.49,8.184,71.87,3.909,18387205.0,600621000000.0,1214.009,66024.667,2.021,327.11
0,1998,18.222,-38.681,3.524,0.19,180.054,9.687,6.996,0.376,44.09,2.372,100.518,5.408,3.515,0.189,3.54,11.588,0.534,0.272,300.016,16.141,0.473,9990.615,116.502,6095.615,66.281,682.105,3004.689,25.423,-11.42,1.4,0.54,2.06,3.02,0.98,1.02,1.6,1.0,0.69,1.2,0.66,0.61,0.87,0.71,608.08,32.715,550.57,29.621,151.02,8.125,75.74,4.075,18587027.0,634305000000.0,1243.042,66876.845,1.96,338.697
0,1999,18.448,-48.578,3.552,0.189,184.875,9.84,7.23,0.385,45.961,2.446,101.308,5.392,3.673,0.196,2.33,7.902,0.522,0.268,298.021,15.862,0.449,10337.214,120.054,6280.49,73.511,728.066,3105.997,29.096,-14.02,1.41,0.52,2.13,3.23,0.99,1.01,1.69,1.01,0.68,1.22,0.71,0.62,0.87,0.76,643.6,34.256,583.61,31.063,163.9,8.724,93.34,4.968,18788187.0,664207000000.0,1293.871,68866.199,1.948,346.599
0,2000,18.525,-60.477,3.643,0.192,186.942,9.844,8.003,0.421,46.885,2.469,102.976,5.422,3.37,0.178,1.51,5.221,0.508,0.27,291.343,15.341,0.421,10689.034,123.698,6467.432,81.514,774.951,3208.973,32.466,-17.19,1.39,0.51,2.07,2.97,0.99,1.0,1.57,1.02,0.68,1.23,0.77,0.64,0.88,0.81,661.97,34.856,608.21,32.025,169.83,8.942,99.8,5.255,18991434.0,691887000000.0,1302.451,68580.982,1.882,351.82
0,2001,18.779,-62.273,3.574,0.186,191.835,9.994,8.248,0.43,49.769,2.593,103.536,5.394,3.492,0.182,2.45,8.635,0.505,0.275,298.181,15.535,0.418,11049.488,127.272,6659.267,89.762,824.72,3312.51,35.958,-17.28,1.42,0.48,2.12,3.03,1.04,1.0,1.65,1.03,0.67,1.25,0.83,0.65,0.88,0.85,665.72,34.683,634.1,33.035,176.75,9.208,110.29,5.746,19194676.0,713626000000.0,1312.784,68393.125,1.84,360.455
0,2002,18.922,-46.357,3.541,0.182,194.077,10.003,8.131,0.419,51.353,2.647,106.127,5.47,3.884,0.2,1.85,6.658,0.492,0.274,320.756,16.533,0.43,11416.601,130.813,6853.344,97.893,876.073,3418.636,39.842,-12.63,1.41,0.45,2.05,2.83,1.04,1.02,1.81,1.04,0.66,1.26,0.88,0.67,0.88,0.89,660.75,34.057,627.08,32.321,169.22,8.722,104.38,5.38,19401366.0,746683000000.0,1338.907,69010.981,1.793,367.113
0,2003,19.019,-38.983,3.622,0.185,197.462,10.062,7.236,0.369,50.233,2.56,110.743,5.643,3.937,0.201,1.67,6.12,0.482,0.275,334.25,17.033,0.432,11789.834,134.435,7050.805,105.129,926.306,3529.379,43.779,-10.44,1.36,0.43,1.93,2.51,0.99,1.04,1.79,1.05,0.65,1.27,0.92,0.68,0.89,0.94,583.65,29.741,546.71,27.859,130.72,6.661,66.06,3.366,19624163.0,773869000000.0,1357.719,69186.097,1.754,373.233
0,2004,19.455,-39.372,3.591,0.181,204.293,10.276,6.93,0.349,53.059,2.669,114.938,5.782,3.955,0.199,3.63,13.533,0.478,0.276,347.394,17.475,0.429,12176.601,138.027,7255.099,112.059,979.365,3644.317,47.733,-10.18,1.35,0.4,1.87,2.23,1.01,1.04,1.72,1.06,0.64,1.28,0.95,0.69,0.89,0.97,635.5,31.967,605.38,30.452,148.37,7.463,86.27,4.34,19879654.0,809420000000.0,1400.628,70455.362,1.73,386.766
0,2005,19.209,-44.99,3.678,0.182,201.452,9.984,6.942,0.344,54.681,2.71,116.944,5.795,3.905,0.194,0.22,0.835,0.461,0.276,342.612,16.979,0.408,12564.202,141.705,7456.55,119.002,1034.046,3761.261,51.639,-11.61,1.31,0.38,1.74,2.09,1.01,1.05,1.62,1.06,0.63,1.29,0.99,0.7,0.9,1.0,598.44,29.657,568.38,28.168,129.13,6.399,63.43,3.143,20178543.0,840555000000.0,1404.486,69602.964,1.671,387.602
0,2006,19.355,-35.733,3.937,0.192,206.942,10.082,7.137,0.348,56.509,2.753,118.868,5.791,3.902,0.19,2.5,9.693,0.457,0.271,361.562,17.615,0.416,12961.497,145.641,7663.492,126.139,1090.555,3880.129,55.541,-8.99,1.3,0.38,1.69,2.14,1.02,1.06,1.55,1.07,0.62,1.3,1.02,0.72,0.9,1.03,646.91,31.516,611.7,29.801,150.66,7.34,85.56,4.168,20526300.0,868839000000.0,1465.437,71393.127,1.687,397.295
0,2007,19.216,-29.303,3.994,0.191,204.714,9.787,7.549,0.361,61.4,2.936,120.161,5.745,4.107,0.196,1.17,4.631,0.44,0.269,372.622,17.815,0.408,13363.422,149.636,7868.206,133.688,1151.955,4000.29,59.648,-7.29,1.28,0.36,1.6,2.17,1.08,1.07,1.59,1.07,0.6,1.31,1.05,0.73,0.91,1.05,646.46,30.907,614.99,29.402,145.83,6.972,78.73,3.764,20916339.0,913876000000.0,1496.329,71538.781,1.637,401.926
0,2008,19.203,-41.966,3.915,0.184,207.416,9.723,7.583,0.356,62.615,2.935,123.968,5.811,4.156,0.195,1.92,7.728,0.435,0.27,367.687,17.236,0.39,13773.075,153.55,8075.622,141.271,1214.57,4124.258,63.804,-10.24,1.28,0.34,1.57,2.09,1.07,1.11,1.6,1.08,0.59,1.31,1.08,0.74,0.91,1.08,617.09,28.928,587.26,27.529,128.75,6.035,62.33,2.922,21332293.0,942109000000.0,1517.156,71120.138,1.61,409.653
0,2009,18.451,-17.26,3.775,0.174,203.142,9.34,7.854,0.361,62.222,2.861,120.643,5.547,3.686,0.17,-2.03,-8.332,0.416,0.269,384.061,17.657,0.398,14174.397,157.325,8278.764,149.125,1276.792,4244.901,67.489,-4.3,1.27,0.32,1.55,2.14,1.08,1.1,1.52,1.08,0.58,1.32,1.11,0.75,0.92,1.1,633.8,29.139,601.07,27.634,133.07,6.118,67.5,3.103,21750852.0,964938000000.0,1490.583,68529.882,1.545,401.321
0,2010,18.26,-21.081,3.544,0.16,200.253,9.039,8.179,0.369,64.172,2.896,124.384,5.614,4.003,0.181,0.8,3.212,0.407,0.273,383.453,17.308,0.386,14578.93,160.869,8479.016,157.305,1340.964,4369.284,71.492,-5.21,1.21,0.28,1.43,2.23,1.03,1.1,1.63,1.09,0.57,1.32,1.14,0.76,0.92,1.12,601.14,27.134,571.22,25.783,119.58,5.398,54.94,2.48,22154687.0,994068000000.0,1480.259,66814.686,1.489,404.533
0,2011,17.985,-12.473,3.509,0.156,192.845,8.556,7.905,0.351,66.729,2.961,130.295,5.781,4.062,0.18,0.2,0.811,0.395,0.266,392.871,17.432,0.383,14984.274,164.378,8671.861,165.209,1407.693,4499.579,75.554,-3.08,1.18,0.26,1.3,2.23,1.05,1.15,1.48,1.09,0.55,1.32,1.16,0.77,0.93,1.13,644.74,28.607,673.13,29.866,169.32,7.513,108.34,4.807,22538002.0,1026040000000.0,1523.502,67597.023,1.485,405.344
0,2012,17.581,7.63,3.488,0.152,187.515,8.187,8.217,0.359,67.124,2.931,132.536,5.787,3.785,0.165,-0.66,-2.678,0.378,0.268,410.296,17.914,0.386,15386.94,167.866,8859.376,173.426,1474.817,4632.116,79.339,1.89,1.15,0.25,1.25,2.25,1.03,1.15,1.37,1.09,0.54,1.32,1.19,0.78,0.93,1.14,643.12,28.079,670.93,29.293,167.51,7.314,107.94,4.713,22903951.0,1064160000000.0,1504.63,65693.01,1.414,402.666
0,2013,16.907,-5.506,3.255,0.14,174.256,7.493,8.743,0.376,68.821,2.959,134.566,5.787,3.529,0.152,-2.36,-9.495,0.362,0.258,387.665,16.67,0.357,15780.11,171.121,9033.632,182.169,1543.638,4766.682,82.868,-1.4,1.11,0.23,1.16,2.36,1.05,1.16,1.2,1.09,0.53,1.32,1.22,0.79,0.94,1.14,555.26,23.877,581.89,25.022,128.5,5.526,64.99,2.795,23254912.0,1087110000000.0,1523.72,65522.498,1.402,393.171
0,2014,16.92,-2.744,3.18,0.135,170.393,7.221,9.398,0.398,72.773,3.084,139.45,5.91,4.06,0.172,1.55,6.083,0.357,0.259,396.51,16.804,0.355,16179.364,174.301,9204.025,191.568,1616.412,4906.132,86.927,-0.69,1.12,0.21,1.13,2.46,1.09,1.2,1.34,1.09,0.51,1.31,1.25,0.8,0.94,1.15,566.21,23.996,593.5,25.152,136.22,5.773,76.92,3.26,23596426.0,1117470000000.0,1539.015,65222.362,1.377,399.254
0,2015,16.851,-5.981,3.09,0.129,174.961,7.311,10.877,0.454,72.362,3.024,137.945,5.764,4.045,0.169,1.01,4.026,0.352,0.256,397.299,16.601,0.347,16582.643,177.391,9378.986,202.445,1688.774,5044.077,90.972,-1.48,1.14,0.21,1.19,2.92,1.07,1.16,1.34,1.09,0.5,1.31,1.29,0.81,0.95,1.16,566.47,23.669,594.58,24.844,134.07,5.602,72.65,3.036,23932499.0,1145390000000.0,1575.636,65836.688,1.376,403.279
0,2016,17.143,-26.779,2.966,0.122,181.724,7.49,12.593,0.519,75.956,3.131,138.745,5.718,3.962,0.163,3.14,12.666,0.354,0.263,389.167,16.04,0.331,16998.589,180.357,9560.709,215.037,1764.73,5182.822,94.934,-6.44,1.17,0.2,1.27,3.25,1.09,1.16,1.33,1.09,0.49,1.31,1.34,0.82,0.95,1.16,577.32,23.795,573.39,23.633,119.11,4.909,58.3,2.403,24262710.0,1176480000000.0,1582.272,65214.135,1.345,415.945
0,2017,16.87,-26.749,3.02,0.123,176.972,7.198,14.869,0.605,76.405,3.108,139.585,5.678,3.9,0.159,-0.29,-1.194,0.344,0.264,388.002,15.782,0.322,17413.34,183.377,9737.681,229.906,1841.135,5322.407,98.834,-6.45,1.15,0.2,1.22,3.52,1.07,1.15,1.3,1.1,0.48,1.31,1.39,0.83,0.96,1.17,623.08,25.344,619.79,25.21,140.33,5.708,80.02,3.255,24584619.0,1205340000000.0,1574.244,64033.683,1.306,414.751
0,2018,16.708,-37.476,2.946,0.118,169.64,6.813,16.954,0.681,79.77,3.204,142.785,5.735,3.905,0.157,0.3,1.25,0.336,0.263,378.525,15.203,0.306,17829.341,186.324,9907.321,246.861,1920.905,5465.191,102.739,-9.01,1.14,0.19,1.15,4.11,1.07,1.17,1.3,1.1,0.47,1.3,1.46,0.83,0.96,1.17,619.26,24.872,615.38,24.716,139.89,5.618,77.65,3.119,24898153.0,1238560000000.0,1582.532,63560.204,1.278,416.001
1,1990,8.045,25.849,2.033,0.263,18.139,2.348,0.102,0.013,11.831,1.532,28.899,3.742,1.135,0.147,15.73,8.444,0.299,0.189,87.989,11.392,0.423,3453.229,84.081,2276.428,0.102,236.48,855.003,1.135,41.6,0.27,0.41,0.21,0.04,0.31,0.31,0.51,0.43,0.69,0.52,0.0,0.3,0.32,0.06,62.79,8.129,76.26,9.873,11.57,1.498,4.9,0.634,7723954.0,207979000000.0,329.047,42600.913,1.582,62.14
1,1991,8.458,23.987,2.005,0.258,18.699,2.406,0.111,0.014,12.496,1.608,31.407,4.041,1.02,0.131,5.79,3.598,0.304,0.19,89.725,11.544,0.415,3518.967,86.086,2295.128,0.213,248.975,886.41,2.156,36.49,0.28,0.39,0.22,0.04,0.32,0.32,0.47,0.42,0.68,0.51,0.0,0.3,0.32,0.1,66.99,8.619,80.46,10.352,11.51,1.481,4.91,0.632,7772698.0,215993000000.0,345.371,44433.846,1.599,65.738
1,1992,7.692,31.403,2.105,0.269,14.386,1.837,0.12,0.015,12.511,1.598,30.152,3.85,0.962,0.123,-8.37,-5.502,0.272,0.178,91.639,11.702,0.414,3579.204,88.191,2309.514,0.334,261.486,916.562,3.118,52.13,0.27,0.39,0.17,0.05,0.32,0.33,0.45,0.42,0.67,0.51,0.0,0.3,0.32,0.14,61.2,7.815,74.67,9.535,11.32,1.446,4.7,0.6,7830938.0,221401000000.0,339.175,43312.192,1.532,60.236
1,1993,7.686,27.125,2.032,0.258,13.274,1.682,0.112,0.014,13.012,1.649,31.265,3.962,0.966,0.122,0.7,0.424,0.272,0.176,87.786,11.123,0.393,3639.865,90.223,2322.787,0.446,274.499,947.827,4.084,44.72,0.27,0.37,0.16,0.05,0.32,0.34,0.45,0.42,0.66,0.5,0.01,0.3,0.32,0.16,61.12,7.744,74.59,9.451,10.99,1.393,4.65,0.589,7892089.0,223463000000.0,344.982,43712.43,1.544,60.661
1,1994,7.68,26.515,2.102,0.264,13.456,1.693,0.128,0.016,13.644,1.717,30.714,3.865,0.99,0.124,0.62,0.374,0.266,0.178,87.549,11.016,0.381,3700.899,92.325,2336.244,0.573,288.143,978.541,5.073,43.44,0.27,0.35,0.16,0.05,0.33,0.33,0.46,0.41,0.64,0.5,0.01,0.31,0.32,0.19,61.22,7.703,74.69,9.398,10.61,1.335,4.6,0.579,7947215.0,229749000000.0,343.068,43168.378,1.493,61.034
1,1995,8.011,27.546,1.631,0.204,15.423,1.93,0.127,0.016,14.887,1.863,30.852,3.861,1.09,0.136,4.88,2.977,0.27,0.178,91.557,11.459,0.387,3764.91,93.956,2351.667,0.701,303.03,1009.392,6.164,43.03,0.27,0.26,0.17,0.05,0.35,0.33,0.49,0.41,0.63,0.49,0.01,0.31,0.32,0.21,63.69,7.971,77.16,9.657,10.12,1.267,4.59,0.574,7990113.0,236824000000.0,359.618,45007.856,1.518,64.011
1,1996,8.401,31.712,1.634,0.204,15.068,1.879,0.071,0.009,15.784,1.969,33.777,4.213,1.021,0.127,5.22,3.344,0.277,0.187,99.067,12.356,0.407,3832.266,95.591,2366.735,0.772,318.815,1043.169,7.185,47.08,0.28,0.26,0.17,0.03,0.36,0.35,0.46,0.4,0.61,0.48,0.01,0.31,0.32,0.23,67.41,8.407,80.88,10.087,9.89,1.233,4.69,0.585,8017852.0,243481000000.0,360.713,44988.675,1.481,67.355
1,1997,8.372,26.454,1.761,0.219,16.156,2.011,0.121,0.015,15.289,1.903,32.852,4.09,1.074,0.134,-0.15,-0.103,0.269,0.183,93.706,11.665,0.375,3899.518,97.352,2382.891,0.893,334.103,1076.021,8.259,39.34,0.28,0.27,0.18,0.05,0.35,0.34,0.48,0.4,0.6,0.48,0.01,0.31,0.32,0.24,66.4,8.266,79.87,9.943,9.59,1.194,4.64,0.578,8032873.0,249847000000.0,368.085,45822.333,1.473,67.252
1,1998,8.318,30.285,1.599,0.199,13.706,1.704,0.142,0.018,15.706,1.953,34.66,4.31,1.075,0.134,-0.54,-0.365,0.258,0.179,97.172,12.084,0.374,3966.405,98.95,2396.597,1.035,349.809,1110.681,9.333,45.28,0.28,0.24,0.16,0.06,0.35,0.35,0.49,0.4,0.59,0.47,0.01,0.31,0.32,0.26,66.38,8.255,79.85,9.93,9.31,1.158,4.63,0.576,8041054.0,259776000000.0,373.851,46492.76,1.439,66.887
1,1999,8.153,30.021,1.607,0.2,13.875,1.723,0.171,0.021,16.091,1.999,32.833,4.078,1.063,0.132,-1.86,-1.247,0.243,0.172,95.661,11.882,0.354,4032.045,100.558,2410.472,1.205,365.9,1143.513,10.397,45.74,0.27,0.23,0.16,0.08,0.35,0.33,0.49,0.4,0.57,0.47,0.01,0.31,0.32,0.27,64.56,8.019,78.03,9.692,9.17,1.139,4.63,0.575,8051116.0,270186000000.0,381.969,47442.936,1.414,65.64
1,2000,8.196,30.426,1.712,0.212,15.753,1.952,0.165,0.02,15.255,1.89,32.163,3.986,1.092,0.135,0.76,0.499,0.236,0.173,96.564,11.967,0.344,4098.183,102.269,2426.224,1.37,381.155,1175.677,11.488,46.0,0.26,0.24,0.17,0.06,0.32,0.31,0.51,0.39,0.56,0.46,0.01,0.31,0.32,0.29,64.76,8.026,78.24,9.696,8.94,1.108,4.59,0.569,8069276.0,280410000000.0,383.281,47498.841,1.367,66.139
1,2001,8.662,28.901,1.72,0.212,16.564,2.046,0.183,0.023,16.147,1.994,34.411,4.249,1.114,0.138,6.05,4.0,0.246,0.176,99.04,12.23,0.347,4168.322,103.989,2442.788,1.553,397.302,1210.087,12.603,41.21,0.28,0.23,0.18,0.07,0.34,0.33,0.53,0.39,0.55,0.46,0.01,0.32,0.32,0.3,76.39,9.433,82.55,10.194,8.8,1.087,4.46,0.551,8097755.0,285336000000.0,397.414,49077.003,1.393,70.139
1,2002,8.844,27.464,1.736,0.213,16.737,2.058,0.167,0.021,16.06,1.974,36.057,4.433,1.187,0.146,2.57,1.804,0.247,0.181,99.407,12.221,0.341,4240.265,105.725,2459.525,1.72,413.361,1246.144,13.79,38.18,0.28,0.22,0.18,0.06,0.33,0.35,0.55,0.39,0.53,0.45,0.02,0.32,0.32,0.31,77.69,9.551,83.86,10.309,8.69,1.068,4.35,0.535,8134403.0,291225000000.0,398.17,48948.877,1.367,71.943
1,2003,9.473,23.353,1.754,0.215,18.023,2.204,0.184,0.022,17.258,2.111,39.082,4.78,1.15,0.141,7.66,5.508,0.263,0.192,100.803,12.329,0.342,4317.716,107.479,2477.547,1.904,430.619,1285.227,14.939,30.15,0.28,0.21,0.18,0.06,0.34,0.37,0.52,0.38,0.52,0.45,0.02,0.32,0.32,0.32,82.77,10.124,88.94,10.878,8.53,1.043,4.34,0.531,8175855.0,294604000000.0,403.549,49358.638,1.37,77.451
1,2004,9.452,26.069,1.79,0.218,17.766,2.162,0.165,0.02,17.652,2.148,39.1,4.758,1.195,0.145,0.28,0.217,0.256,0.189,103.737,12.625,0.342,4395.384,109.269,2495.313,2.069,448.271,1324.326,16.134,33.56,0.27,0.2,0.16,0.05,0.34,0.35,0.52,0.38,0.51,0.44,0.02,0.32,0.32,0.33,83.59,10.173,89.75,10.923,8.44,1.027,3.79,0.461,8216809.0,303786000000.0,410.287,49932.638,1.351,77.668
1,2005,9.58,27.08,1.797,0.218,17.862,2.164,0.16,0.019,18.691,2.264,39.393,4.773,1.165,0.141,1.8,1.4,0.254,0.19,106.148,12.861,0.341,4474.452,111.067,2513.175,2.229,466.962,1363.719,17.299,34.25,0.27,0.19,0.15,0.05,0.35,0.35,0.48,0.38,0.49,0.44,0.02,0.32,0.33,0.34,83.63,10.132,89.79,10.879,8.23,0.997,3.81,0.462,8253656.0,311538000000.0,417.261,50554.724,1.339,79.068
1,2006,9.269,31.447,1.954,0.236,17.865,2.156,0.18,0.022,17.487,2.111,38.132,4.602,1.177,0.142,-2.87,-2.271,0.238,0.186,108.244,13.064,0.335,4551.248,113.021,2531.04,2.41,484.449,1401.852,18.477,40.95,0.25,0.19,0.15,0.05,0.32,0.34,0.47,0.38,0.48,0.43,0.02,0.32,0.33,0.34,81.31,9.814,87.47,10.557,8.06,0.973,3.77,0.455,8285344.0,323264000000.0,412.542,49791.803,1.276,76.796
1,2007,8.913,28.691,2.131,0.256,17.455,2.1,0.185,0.022,16.486,1.983,36.624,4.405,1.217,0.146,-3.52,-2.7,0.22,0.184,102.788,12.364,0.306,4625.345,115.152,2548.495,2.595,500.934,1438.475,19.694,38.72,0.24,0.19,0.14,0.05,0.29,0.33,0.47,0.37,0.47,0.42,0.02,0.32,0.33,0.35,78.22,9.409,84.39,10.151,7.88,0.948,3.66,0.44,8313731.0,336316000000.0,402.872,48458.605,1.198,74.097
1,2008,8.808,27.789,2.133,0.256,17.028,2.041,0.162,0.02,17.426,2.089,35.481,4.254,1.242,0.149,-0.84,-0.625,0.214,0.179,101.261,12.139,0.295,4698.817,117.285,2565.524,2.757,518.361,1473.956,20.935,37.82,0.23,0.19,0.13,0.04,0.3,0.32,0.48,0.37,0.45,0.42,0.02,0.32,0.33,0.35,77.79,9.326,83.95,10.064,7.79,0.934,3.79,0.454,8341525.0,342891000000.0,410.946,49265.112,1.198,73.472
1,2009,8.037,25.491,1.799,0.215,12.833,1.533,0.205,0.024,17.026,2.034,34.417,4.111,1.011,0.121,-8.41,-6.182,0.203,0.17,92.781,11.082,0.28,4766.108,119.083,2578.357,2.962,535.387,1508.373,21.946,37.88,0.21,0.15,0.1,0.06,0.3,0.31,0.42,0.36,0.44,0.41,0.02,0.32,0.33,0.36,70.83,8.46,77.0,9.197,7.6,0.908,3.53,0.422,8372657.0,331192000000.0,397.028,47419.612,1.199,67.291
1,2010,8.561,26.542,1.622,0.193,15.501,1.843,0.184,0.022,18.77,2.232,34.801,4.138,1.122,0.133,7.0,4.71,0.212,0.175,98.542,11.717,0.291,4838.108,120.705,2593.858,3.145,554.157,1543.175,23.068,36.86,0.22,0.13,0.11,0.05,0.3,0.31,0.46,0.36,0.43,0.4,0.02,0.32,0.32,0.36,76.55,9.102,82.72,9.836,7.58,0.901,3.52,0.419,8409945.0,338927000000.0,410.531,48814.977,1.211,72.0
1,2011,8.267,31.648,1.666,0.197,15.819,1.871,0.18,0.021,17.722,2.096,33.29,3.938,1.212,0.143,-2.93,-2.112,0.2,0.182,101.536,12.011,0.29,4907.997,122.371,2609.677,3.325,571.879,1576.464,24.281,45.28,0.2,0.12,0.11,0.05,0.28,0.29,0.44,0.36,0.41,0.4,0.02,0.31,0.32,0.36,73.72,8.721,80.79,9.557,7.41,0.877,3.55,0.42,8453501.0,349843000000.0,384.392,45471.304,1.099,69.889
1,2012,7.911,28.902,1.673,0.197,14.687,1.727,0.184,0.022,16.937,1.992,32.649,3.84,1.134,0.133,-3.76,-2.625,0.191,0.167,96.165,11.311,0.273,4975.26,124.044,2624.364,3.509,588.816,1609.113,25.415,42.97,0.19,0.12,0.1,0.05,0.26,0.28,0.41,0.35,0.4,0.39,0.02,0.31,0.32,0.37,70.5,8.292,77.57,9.123,7.25,0.853,3.59,0.422,8502230.0,352451000000.0,403.154,47417.398,1.144,67.263
1,2013,7.919,26.458,1.656,0.194,14.96,1.748,0.191,0.022,16.324,1.908,33.468,3.912,1.159,0.135,0.74,0.495,0.192,0.169,94.217,11.012,0.267,5043.019,125.7,2639.324,3.7,605.14,1642.582,26.574,39.05,0.19,0.12,0.1,0.05,0.25,0.29,0.4,0.35,0.39,0.38,0.02,0.31,0.32,0.37,71.05,8.304,78.12,9.13,7.11,0.831,3.62,0.423,8556191.0,352914000000.0,400.515,46809.952,1.135,67.759
1,2014,7.447,26.931,1.639,0.19,13.802,1.602,0.169,0.02,14.938,1.734,32.433,3.765,1.18,0.137,-5.31,-3.598,0.18,0.167,91.092,10.573,0.256,5107.18,127.339,2653.126,3.868,620.078,1675.015,27.753,41.97,0.18,0.11,0.09,0.04,0.22,0.28,0.39,0.34,0.38,0.38,0.03,0.31,0.32,0.37,67.28,7.809,74.35,8.63,6.95,0.807,3.68,0.427,8615205.0,355365000000.0,383.817,44551.163,1.08,64.161
